,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
3901,1551230,Demon Slayer Akagi,Cookie Games Club,Cookie Games Club,,34,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3902,1116030,Oceanum Mortis,Brewsterland Studios,Brewsterland Studios,,8,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3903,1639400,少女首領の推理領域 -黄金島の密約-,orange,orange,,9,1,0,"0 .. 20,000",0,0,0,0,909,1299,30,0
3904,2325650,FOBIA  ...worse than fear.,J.A Digital Animation,J.A Digital Animation,,12,1,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
3905,1709550,Schizm: Mysterious Journey,DETALION,LK Avalon,,2,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
3906,935460,Girl Rugby Dash,Action Portal,Action Portal,,1,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3907,2076730,Mud Way,FFO Games,FFO Games,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3908,2057400,Ferrule Instincts,Yellow Optic,Yellow Optic,,0,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
3909,1435010,Succubus★Connect!,capture1,WASABI entertainment,,269,87,0,"0 .. 20,000",1107,0,1107,0,2499,2499,0,2
3910,1122040,Kaede the Eliminator / Eliminator 小枫,Moyashi Research Institute,DLsite,,276,33,0,"0 .. 20,000",0,0,0,0,2499,2499,0,5
3911,1858580,巨 ~Gigantify~,EviTRea,EviTRea,,6,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3912,1270070,Gunslingers of the Wasteland vs. The Zombies From Mars,TensionSplice,TensionSplice,,7,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3913,322580,Dungeon Lurk II - Leona,Keys of Nine Entertainment,Keys of Nine Entertainment,,11,26,0,"0 .. 20,000",0,0,0,0,999,999,0,0
3914,1376060,Masked Vale,Damnskulls,Damnskulls,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3915,2205070,Echoes of the Entity,Varstep Studios,Varstep Studios,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
3916,952010,The Martian Job,Choice of Games,Choice of Games,,4,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3917,2263040,一个人的木偶剧,DreamWorld,DreamWorld,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
3918,1349390,Sweet Love,OtterWays,OtterWays,,9,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3919,1203750,The Girl of Glass: A Summer Bird's Tale,Markus with friends,En Widunderlig Produktion,,45,16,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
3920,2582740,Virago: Reality New,Honest Chronicle,Honest Chronicle,,4,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
3921,684340,The Nightmare from Beyond,The Domaginarium,The Domaginarium,,3,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
3922,1863030,Cake4D,TAP OK G,TAP OK G,,5,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
3923,2217060,Graceward - Complete Edition,Thinking of Cremation?,Thinking of Cremation?,,5,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
3924,2516530,Galvanic Bride,IA GAMES,IA GAMES,,5,4,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
3925,646370,Vesta,FinalBoss Games,FinalBoss Games,,26,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
3926,825550,BlueberryNOVA,"Nova B12, OtakuNovel",Nova B12,,72,38,0,"0 .. 20,000",0,0,0,0,399,399,0,0
3927,1903690,Princess Pyro,Bit Bee,Bit Bee,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3928,2344990,Trolley Problem,Yunas,Yunas,,3,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
3929,1245060,Somny & Yawn: Dream Detectives,Sand Work Studio,UQAT - Création et nouveaux médias,,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3930,1234890,labyrinth,Sokpop Collective,Sokpop Collective,,10,3,0,"0 .. 20,000",11,0,11,0,299,299,0,0
3931,1125000,Touhou Multi Scroll Shooting,Skydash studio,Skydash studio,,12,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3932,924780,How to Sing to Open Your Heart,ROSEVERTE,ROSEVERTE,,31,1,0,"0 .. 20,000",0,0,0,0,719,1199,40,0
3933,2088680,天香与小百合 - Tinheung & Sayuri,柚原堂,柚原堂,,52,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3934,2112200,古巫竞技场 Ancient Witch Arena,安格法,"安格法, WindField Games",,62,24,0,"0 .. 20,000",0,0,0,0,299,299,0,1
3935,1556040,Aritana and the Twin Masks,Duaik Entretenimento,Duaik entretenimento,,2,0,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
3936,1613490,Nothing To Remember,Guts United,Guts United,,16,7,0,"0 .. 20,000",0,0,0,0,199,199,0,0
3937,907350,Welcome To... Chichester 2 - Part I : The Spy Of Chichester And The Eager Tourist Guide HD Edition,Triority Interactive Novels,Triority Interactive Novels,,31,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3938,829210,AIdol: Artificial Intelligence Idol,MysteryCorgi,MysteryCorgi,,39,18,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
3939,298790,Rock Boshers DX: Directors Cut,TIKIPOD,TIKIPOD,,45,5,0,"0 .. 20,000",0,0,0,0,699,699,0,0
3940,932160,Late at night,bdme,bdme,,49,63,0,"0 .. 20,000",0,0,0,0,69,99,30,0
3941,451640,C14 Dating,Winter Wolves,Winter Wolves,,55,5,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
3942,1044020,Potata: fairy flower,Potata Company,Potata Company,,68,15,0,"0 .. 20,000",0,0,0,0,359,899,60,1
3943,1100180,Yousei Daisensou ~ Touhou Sangetsusei,上海アリス幻樂団,"Mediascape Co., Ltd.",,90,2,0,"0 .. 20,000",0,0,0,0,1099,1099,0,1
3944,1202870,The Heiress of Sorcery,Salamandra88,7DOTS,,102,16,0,"0 .. 20,000",0,0,0,0,999,999,0,0
3945,1195360,Re:Turn - One Way Trip,Red Ego Games,Green Man Gaming Publishing ,,121,31,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
3946,2466740,Chef Capybara,galesoozka,galesoozka,,7,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3947,2750210,You Can Save Everyone,Caleb Draper,Caleb Draper,,15,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
3948,1172180,Cosplay Club,Behold Studios,Behold Studios,,20,2,0,"0 .. 20,000",0,0,0,0,1899,1899,0,2
3949,2656690,Sona-Nyl of the Violet Shadows Refrain,Liar-soft,MangaGamer,,24,0,0,"0 .. 20,000",0,0,0,0,3499,3499,0,0
3950,885380,Need a packet?,Marginal act,Marginal act,,28,17,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
3951,1807260,Lazriel: The Demon's Fall,Otakesan,Otakesan,,39,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
3952,2474690,Hazelnut Hex,Chunderfins,Chunderfins,,40,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
3953,686520,Gnomes Garden New home,"Toyman, Creobit",8Floor,,42,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3954,677300,Ghosts of Miami,Pillow Fight,Pillow Fight,,52,5,0,"0 .. 20,000",0,0,0,0,899,899,0,0
3955,800190,The Adventures of Elena Temple: Definitive Edition,GrimTalin,GrimTalin,,52,2,0,"0 .. 20,000",0,0,0,0,79,399,80,0
3956,594320,Return of Red Riding Hood Enhanced Edition,NLB project,NLB project,,54,7,0,"0 .. 20,000",0,0,0,0,59,299,80,0
3957,2201230,Belial Red,TEKUNOS A,Kagura Games,,61,8,0,"0 .. 20,000",0,0,0,0,1499,1499,0,5
3958,1826060,Night Loops,Jiaquarium,Freedom Games,,64,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
3959,1633860,Firebird,"Ludogram, FibreTigre, Quentin Vijoux",Ludogram,,70,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
3960,797620,Dissembler,Ian MacLarty,Shape Shop,,80,6,0,"0 .. 20,000",0,0,0,0,499,499,0,2
3961,387240,Steel Rain,"PolarityFlow, Adrian Zingg",PolarityFlow,,87,15,0,"0 .. 20,000",0,0,0,0,499,999,50,0
3962,627910,Bubsy: The Woolies Strike Back,Black Forest Games,Accolade,,110,81,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
3963,554810,The Wild Eternal,Ilsanjo,Ilsanjo,,112,35,0,"0 .. 20,000",0,0,0,0,0,0,0,2
3964,1542390,Monolith,Animation Arts,Animation Arts,,115,20,0,"0 .. 20,000",0,0,0,0,1499,1499,0,4
3965,339510,Psy High,Choice of Games,Choice of Games,,116,32,0,"0 .. 20,000",0,0,0,0,599,599,0,0
3966,2287980,Country Bumpkin Yutaka,Ota Guchi Field,Kagura Games,,116,32,0,"0 .. 20,000",0,0,0,0,1499,1499,0,7
3967,749850,DragonFangZ - The Rose & Dungeon of Time,Toydea Inc.,Toydea Inc.,,124,42,0,"0 .. 20,000",0,0,0,0,2499,2499,0,3
3968,867050,Endless Fables 3: Dark Moor,Sunward Games,Artifex Mundi,,152,24,0,"0 .. 20,000",79,0,79,0,1499,1499,0,5
3969,317300,Roommates,Winter Wolves,Winter Wolves,,162,63,0,"0 .. 20,000",0,0,0,0,2499,2499,0,1
3970,1924780,Arzette: The Jewel of Faramore,Seedy Eye Software,Limited Run Games,,250,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,39
3971,1240060,A Highland Song,inkle Ltd,inkle Ltd ,,256,17,0,"0 .. 20,000",0,0,0,0,1799,1799,0,5
3972,2473710,Abyss School,eTIRUe,eTIRUe,,260,25,0,"0 .. 20,000",0,0,0,0,399,399,0,59
3973,583090,SeaBed,Paleontology,Fruitbat Factory,,474,14,0,"0 .. 20,000",70,0,119,0,1999,1999,0,1
3974,1628610,Paquerette Down the Bunburrows,Bunstack,Abiding Bridge,,721,12,0,"0 .. 20,000",13,0,13,0,1199,1199,0,12
3975,390520,PewDiePie: Legend of the Brofist,Outerminds Inc.,Outerminds Inc.,,1394,154,0,"0 .. 20,000",146,0,202,0,799,799,0,6
3976,1069720,Vacation Adventures: Cruise Director 2,Casual Arts,Casual Arts,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
3977,1876690,One day after the snow and wind,灵虚之幽,灵虚之幽,,1,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3978,2197750,CAFE 0 ~The Sleeping Beast~ REMASTERED,ROSEVERTE MYSTERY,ROSEVERTE,,2,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
3979,2588550,Soulstone of Hope,Tuomo Laine,Tuomo's Games,,2,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3980,1697780,Life Can Be Amazing,Double Peach Productions,Little Black Book Entertainment,,3,7,0,"0 .. 20,000",0,0,0,0,799,799,0,0
3981,1920040,One By One,玫瑰工作室,玫瑰工作室,,3,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
3982,2104570,Stunning Policewoman,MRC Game,MRC Game,,4,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3983,1694830,The Witch Doctor,Valkyria Games,Aldorlea Games,,5,1,0,"0 .. 20,000",0,0,0,0,76,699,89,0
3984,2178800,Teresa Moontyners - In the lair of the beast,1Monkey2Brains,1Monkey2Brains,,5,0,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
3985,2282900,Zombie Apocalypse - The Last Fortress,Guilherme Palacios Fraga Uema,Guilherme Palacios Fraga Uema,,5,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3986,1351250,Secrets of Magic 3: Happy Halloween,Green Sauce Games,Green Sauce Games,,12,0,0,"0 .. 20,000",0,0,0,0,999,999,0,1
3987,1482800,Faraway Qualia,Nyahhoiya,Nyahhoiya,,12,0,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
3988,1707120,Cepheus Protocol Anthology Season 1,Halcyon Winds,Halcyon Winds,,12,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
3989,1170400,Labyrinth of the Witch,"ORANGE CUBE, INC.","ORANGE CUBE, INC.",,17,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
3990,1169230,R.U.B.Y.寻常交织的日常,ShiinaYashiro,ShiinaYashiro,,23,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
3991,2161110,The end is nahual: If I may say so,Third World Productions,Third World Productions,,28,5,0,"0 .. 20,000",0,0,0,0,999,999,0,1
3992,751320,Echo,Nobody Studio,"Nobody Studio, RMAsia",,29,14,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
3993,917940,LEMURIA,QTS,QTS,,36,16,0,"0 .. 20,000",0,0,0,0,229,999,77,0
3994,1377590,The Island,Ibis Games,Ibis Games,,40,51,0,"0 .. 20,000",0,0,0,0,199,199,0,0
3995,1977910,Shinonome,"WODAN, Inc.","WODAN, Inc.",,45,4,0,"0 .. 20,000",0,0,0,0,1899,1899,0,3
3996,1964870,Rule No. 2,Walk Without Rhythm Games,Walk Without Rhythm Games,,65,6,0,"0 .. 20,000",0,0,0,0,599,599,0,0
3997,1181520,Null & Peta -Invasion of the Queen Bug-,TOKYOTOON,Shiravune,,70,20,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
3998,1774220,Jubilee,finalbossblues,finalbossblues,,70,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
3999,1073840,Nocked! True Tales of Robin Hood,Andrew G. Schneider,Andrew G. Schneider,,74,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4000,1083820,Eternal Dread 2,Hitbear Studio,Hitbear Studio,,81,17,0,"0 .. 20,000",0,0,0,0,999,999,0,1
4001,1274710,Lullaby Days,Sunflo Labs,Sunflo Labs,,88,15,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4002,1039970,Grisaia Phantom Trigger Vol.6,Frontwing,Frontwing USA,,94,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4003,1805200,Shirone: the Dragon Girl,Oimoland,Flyhigh Works,,97,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
4004,1521930,A Tale for Anna,Far Mills,Alawar Casual,,106,11,0,"0 .. 20,000",0,0,0,0,1099,1099,0,1
4005,1129030,Endless Fables 4: Shadow Within,Sunward Games,Artifex Mundi,,107,14,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
4006,1660290,Monmusu Gladiator,ZephyrStudio,"ZephyrStudio, Waku Waku Games",,119,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4007,1211930,Ghost on the Shore,like Charlie,Application Systems Heidelberg,,131,21,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4008,1304640,Related,"Dariia Babchuk, Andrii Petrov",FRACTALCATZ,,141,25,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4009,2336590,White Night Dream,Renka,Renka,,146,13,0,"0 .. 20,000",0,0,0,0,99,99,0,4
4010,1174500,Yuletide Legends: Who Framed Santa Claus,Brave Giant LTD,Artifex Mundi,,146,22,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4011,1747890,Demon Turf: Neon Splash,Fabraz,Playtonic Friends,,151,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4012,1124060,Touhou Shoujo Tale of Beautiful Memories / 東方少女綺想譚,The N Main Shop,DLsite,,158,12,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
4013,1320490,Princess Farmer,Samobee Games,Whitethorn Games,,160,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
4014,808010,Critadel,Pixelian Studio,"Nicalis, Inc.",,170,35,0,"0 .. 20,000",0,0,0,0,1999,1999,0,3
4015,1172800,Perfect Tides,Three Bees,Three Bees,,194,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,3
4016,1424870,Cross Maid,双叶小组,"双叶小组, NVLMaker",,201,10,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4017,1248840,Sephonie,"Melos Han-Tani, Marina Kittaka",Analgesic Productions,,202,19,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4018,824850,Some Distant Memory,Galvanic Games,Way Down Deep,,226,13,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
4019,1152310,Atelier Escha & Logy: Alchemists of the Dusk Sky DX,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,240,28,0,"0 .. 20,000",0,0,0,0,3999,3999,0,25
4020,512890,Elsinore,Golden Glitch,Golden Glitch,,278,11,0,"0 .. 20,000",0,0,0,0,999,999,0,2
4021,1480830,Evil Tonight,DYA Games,DYA Games,,319,38,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
4022,2290010,Beyond the Wall,Rocking Toy,Rocking Toy,,0,0,0,"0 .. 20,000",0,0,0,0,699,699,0,1
4023,1955380,Sarissa and the Legendary Sword,Gustavo Jose da Silva,Gustavo Jose da Silva,,2,1,0,"0 .. 20,000",0,0,0,0,299,299,0,1
4024,1581210,Sword Princess Amaltea - The Visual Novel,Senpai Media Group,Natalia Batista,,3,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4025,2460000,Sakura in Paris,Ume Softworks,Ume Softworks,,4,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
4026,1481720,ShemHaMephorash,"SignTyche, Tyche's Bookshelf",Tyche's Bookshelf,,20,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4027,2096710,"I Can't Hear Your Words, So I Want To Listen To Your Heart",箱崎奈绪(Hakozaki Nao),箱崎奈绪(Hakozaki Nao),,22,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4028,2118910,The Chaput's Baby,Gundes,Gundes,,51,7,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4029,342490,Shipwreck,Brushfire Games,Brushfire Games,,172,41,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4030,1225060,NAIRI: Rising Tide - Prologue,HomeBearStudio,Hound Picked Games,,24,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4031,386200,STLD Redux: Episode 02,Craig Daversa,Craig Daversa,,37,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4032,603930,Battle Princess Madelyn,Causal Bit Games Inc.,Monster Bath Studios Inc.,,104,38,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4033,1367950,Aeloren Tactics,Team Syukino,Team Syukino,,4,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4034,858830,Echoes of the Fey: The Last Sacrament,Woodsy Studio,Woodsy Studio,,14,0,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
4035,2414820,Extraordinary: Soul,TeatimeWorkshop,TeatimeWorkshop,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4036,2443400,Stellar Version 1.0,Rachel Bourne,Rachel Bourne,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4037,1653700,Lona: Realm Of Colors,SpaceFox Studio,SpaceFox Studio,,21,8,0,"0 .. 20,000",0,0,0,0,549,549,0,0
4038,1002830,Latte Stand Tycoon,Inner Realm Studios,TheGamesFortress,,24,13,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4039,899540,PROTEST,CUTE ANIME GIRLS,Tranquility games,,45,36,0,"0 .. 20,000",0,0,0,0,99,199,50,0
4040,2481400,炸鸡块与天使,Hamstachio,Hamstachio,,9,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4041,873250,Crimson Light,Nandee,Crimson Lodge,,13,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4042,1606460,Galactic Refugees,Easy Peazy Games,Easy Peazy Games,,2,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4043,2388890,Save King,CodeBlues,CodeBlues,,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4044,1887530,Vaxomon,The Vax Studio,The Vax Studio,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4045,2059390,The Patient: After Hours,Aaron Wise,Trial By Fire Games,,13,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4046,1840430,로스팅 리포트: 대학 교수 살인사건,유진게임즈,유진게임즈,,8,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4047,976240,Spaceguy: Red Space,Droid Riot,Conglomerate 5,,3,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4048,2132900,/Conspiracy/ Girls >The Madness of Madison Delaroux,House Delaroux,House Delaroux,,3,1,0,"0 .. 20,000",0,0,0,0,1776,1776,0,0
4049,1742690,Requiem,"Forge Father Games, Inc.","Forge Father Games, Inc.",,20,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4050,287740,The Witch's Yarn,Mousechief,Mousechief,,4,24,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4051,1339920,Freedom: How I Escaped,GP Studio,GP Studio,,26,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4052,618430,Episicava - Vol. 1,Epic Works,Top Hat Curios & Oddities,,7,7,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4053,2058220,Artifacts of Eyru,Trapped Studios,Trapped Studios,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4054,1950080,Cyber Bay,RienSoldovsky,khukhrovr,,9,5,0,"0 .. 20,000",0,0,0,0,249,2499,90,0
4055,1928680,Anti-Bully Adventure,"Drew Warner, Isaak Gaffney",Anti-Bully Inc.,,2,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4056,1973350,Blade Bros ACTION!,Luftmensch,Luftmensch,,3,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4057,2159020,Under The Shack,Grumpy Guppy Games,Grumpy Guppy Games,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4058,606690,Ecchi Sketch: Draw Cute Girls Every Day!,NewWestGames,NewWestGames,,57,10,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4059,1314830,Finding Kathy,Red Bra,Hentai Room,,5,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4060,1969410,戦乙女 ikusaotome,Maets2011,Maets2011,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4061,1216770,,,Extreme Games,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4062,1683960,Glisten to your heart: The courage within you,Annchan4,Annchan4,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4063,590800,Rainbow Dreams,Epic Works,Top Hat Curios &amp; Oddities,,5,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4064,1216780,,,orange,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4065,2226960,Dissolved - Chapter One,Absorb Reality,Absorb Reality,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4066,1898050,Buried,NextDoorDev Games,NextDoorDev Games,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4067,409460,Blackfaun,Wild Guess Software,Wild Guess Software,,18,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4068,797640,Monster RPG 3,Nooskewl,Nooskewl,,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4069,1929460,SOOT,Ceiba Software and Arts,Micropsia Games SpA,,10,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
4070,966010,Anstorm,Shiv,Shiv,,51,11,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4071,680140,Tetsoidea Eternal,Brewsterland Studios,Brewsterland Studios,,0,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
4072,1956310,Scandal Notes,Heart's Choice,Heart's Choice,,8,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4073,1488540,Decaying Delicacy,Yai Gameworks,Yai Gameworks,,10,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4074,337890,Dysfunctional Systems: Orientation,Dischan Media,Dischan Media,,42,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4075,1604100,Revolver and Co,Chequered Ink Ltd.,Chequered Ink Ltd.,,6,0,0,"0 .. 20,000",0,0,0,0,79,799,90,0
4076,679230,Tell a Demon,Sun Labyrinth LLC,Sun Labyrinth LLC,,25,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4077,744940,Blue Whale,Lissencephaly,Lissencephaly,,25,22,0,"0 .. 20,000",0,0,0,0,399,399,0,0
4078,1809170,Clou - Roll & Heist,Boardgame Racoon e.K.,Boardgame Racoon e.K.,,7,0,0,"0 .. 20,000",0,0,0,0,599,599,0,1
4079,2503900,Surreal House,lukepagca,lukepagca,,7,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
4080,2126630,The Fantastic Kitty Rue,"Ink Rose Inc, Studio Syndicat, TYM Studio",Ink Rose Inc,,28,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
4081,936610,Of Gods and Men: The Daybreak Empire,Dead Genre Studios,Dead Genre Studios,,33,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
4082,2314960,Trans Agent X,Sandra Moen,Sandra Moen,,4,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4083,935720,Cinderella VR,"LunaBeat, Scott Adelman Apps Inc",LunaBeat,,3,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4084,1742240,Hymns of Resurrection,Anima Games,Aldorlea Games,,4,0,0,"0 .. 20,000",0,0,0,0,90,699,87,0
4085,1953170,Rose Action,Ma Ge Game,Ma Ge Game,,10,18,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4086,1271340,Cat President 2: Purrlitical Revolution,"Oh, a Rock! Studios","Oh, a Rock! Studios",,13,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
4087,2050960,The Shadelight,Ordinary Pine Studio,Ordinary Pine Studio,,14,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4088,1987160,The Kobolds Left Behind,Archive Entertainment,Archive Entertainment,,16,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
4089,2287350,Chief Emoji Officer,Bodeville,Bodeville,,30,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
4090,628320,Roah,Grynsoft,Grynsoft,,53,17,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
4091,1650680,To Kill A King,1SiGn Games,1SiGn Games,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
4092,1564140,白玉的幻梦 Dream of Hakugyokurou,16air,16air,,7,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
4093,711380,Code of Princess EX,Studio Saizensen,"Nicalis, Inc.",,29,15,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
4094,494470,My Butler,Dogenzaka Lab,Dogenzaka Lab,,45,42,0,"0 .. 20,000",0,0,0,0,999,999,0,0
4095,822190,Little Bug,Buddy System,Fig Publishing Inc.,,48,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
